"Segments","TSS surveys responded","TSS surveys responded - Last quarter","TSS satisfaction","TSS satisfaction - Last quarter","TSS ease","TSS ease - Last quarter","TSS completion","TSS completion - Last quarter",
"All Visits",27807,47319,0.573380803394828,0.592742872841776,0.593052109181141,0.603267186542403,0.751393534002229,0.773325725395718,
